id_seq,id_pesq,id_muni,info_uf,info_muni,info_election,info_position,comp_nm,comp_cnpj,comp_contract_same,stat_id,stat_nm,pesq_n,pesq_val,pesq_contractors,pesq_origin,dt_reg,dt_pub,dt_start,dt_end,lat,long
125,GO-04732/2016,GO_92010,GO,ABADIANIA,Eleições Municipais 2016,Prefeito,CEDEMP - CENTRO DE DESENVOLVIMENTO EMPRESARIAL E POLITICO LTDA - ME / CEDEMP CONSULTORIA E ASSESSORIA,13159802000190,Não,8631,ALEXANDRE VASCONCELOS LIMA,400,5e3,CPF/CNPJ: 00270801000177 - COMPANHIA EDITORIAL ANAPOLIS LTDA - ME / COMPANHIA EDITORIAL ANAPOLIS Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-23,2016-09-29,2016-09-25,2016-09-26,-16.1982204,-48.7057198888889
126,GO-00892/2016,GO_92894,GO,CALDAS NOVAS,Eleições Municipais 2016,Prefeito,SERPES PESQUISAS DE OPINIAO E MERCADO LTDA - EPP / SERPES,02678167000131,Não,6221,RUI COSTA ABRANTES,401,9e3,CPF/CNPJ: 00293431000193 - ASSOCIACAO COMERCIAL E IND DE CALDAS NOVAS ACICAN / ACICAN Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-08,2016-09-14,2016-09-10,2016-09-13,-17.7496365133333,-48.6226395133333
127,PR-03987/2016,PR_77011,PR,MEDIANEIRA,Eleições Municipais 2016,Prefeito,REAL PESQUISAS LTDA. - ME / SIGHA PESQUISAS,04914964000104,Não,8128-A da 3ª. Região,NILSON LOPES DOS SANTOS,490,5e3,CPF/CNPJ: 00295795000102 - JORNAL INTEGRACAO DO MERCOSUL - EIRELI  - ME / JORNAL INTEGRACAO DO PARANA Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-08,2016-09-14,2016-09-12,2016-09-13,-25.2910965666667,-54.0871463833333
128,PR-04250/2016,PR_84697,PR,MISSAL,Eleições Municipais 2016,Prefeito,IVANI MOTA DE ARAUJO / BRASIL DADOS,19812752000185,Não,7655,AUGUSTO DA SILVA ROCHA,310,3500,CPF/CNPJ: 00295795000102 - JORNAL INTEGRACAO DO MERCOSUL - EIRELI  - ME / JORNAL INTEGRACAO DO PARANA Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-21,2016-09-27,2016-09-21,2016-09-22,-25.0914729,-54.2477396
129,PR-07809/2016,PR_75000,PR,ITAIPULANDIA,Eleições Municipais 2016,Prefeito,IVANI MOTA DE ARAUJO / BRASIL DADOS,19812752000185,Não,7655,AUGUSTO DA SILVA ROCHA,310,3500,CPF/CNPJ: 00295795000102 - JORNAL INTEGRACAO DO MERCOSUL - EIRELI  - ME / JORNAL INTEGRACAO DO PARANA Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-21,2016-09-27,2016-09-21,2016-09-23,-25.1414709,-54.2990341
130,PR-02064/2016,PR_78891,PR,SAO MIGUEL DO IGUACU,Eleições Municipais 2016,Prefeito,IVANI MOTA DE ARAUJO / BRASIL DADOS,19812752000185,Não,7655,AUGUSTO DA SILVA ROCHA,585,5e3,CPF/CNPJ: 00295795000102 - JORNAL INTEGRACAO DO MERCOSUL - EIRELI  - ME / JORNAL INTEGRACAO DO PARANA Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-24,2016-09-30,2016-09-25,2016-09-28,-25.3480187909091,-54.2322874181818
131,PR-01068/2016,PR_84670,PR,SANTA TEREZINHA DE ITAIPU,Eleições Municipais 2016,Prefeito,RADAR INTELIGENCIA - EIRELI / RADAR ESTATISTICA,00481961000165,Não,8159 A,JOSE MARIO LIMA,321,13040,CPF/CNPJ: 00295795000102 - JORNAL INTEGRACAO DO MERCOSUL - EIRELI  - ME / JORNAL INTEGRACAO DO PARANA Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-21,2016-09-27,2016-09-23,2016-09-26,-25.4425224,-54.4017775
132,PR-08296/2016,PR_78891,PR,SAO MIGUEL DO IGUACU,Eleições Municipais 2016,Prefeito,RADAR INTELIGENCIA - EIRELI / RADAR ESTATISTICA,00481961000165,Não,8159 A,JOSE MARIO LIMA,320,12040,CPF/CNPJ: 00295795000102 - JORNAL INTEGRACAO DO MERCOSUL - EIRELI  - ME / JORNAL INTEGRACAO DO PARANA Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-24,2016-09-30,2016-09-26,2016-09-29,-25.3480187909091,-54.2322874181818
133,PR-08248/2016,PR_84697,PR,MISSAL,Eleições Municipais 2016,Prefeito,RADAR INTELIGENCIA - EIRELI / RADAR ESTATISTICA,00481961000165,Não,8159 A,JOSE MARIO LIMA,300,13040,CPF/CNPJ: 00295795000102 - JORNAL INTEGRACAO DO MERCOSUL - EIRELI  - ME / JORNAL INTEGRACAO DO PARANA Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-22,2016-09-28,2016-09-25,2016-09-27,-25.0914729,-54.2477396
134,PR-09198/2016,PR_75647,PR,SERRANOPOLIS DO IGUACU,Eleições Municipais 2016,Prefeito,REAL PESQUISAS LTDA. - ME / SIGHA PESQUISAS,04914964000104,Não,8128-A da 3ª. Região,NILSON LOPES DOS SANTOS,446,5e3,CPF/CNPJ: 00295795000102 - JORNAL INTEGRACAO DO MERCOSUL - EIRELI  - ME / JORNAL INTEGRACAO DO PARANA Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-16,2016-09-22,2016-09-21,2016-09-22,-25.3803293,-54.0543376
135,PR-07698/2016,PR_75647,PR,SERRANOPOLIS DO IGUACU,Eleições Municipais 2016,Prefeito,REAL PESQUISAS LTDA. - ME / SIGHA PESQUISAS,04914964000104,Não,8128-A da 3ª. Região,NILSON LOPES DOS SANTOS,446,5200,CPF/CNPJ: 00295795000102 - JORNAL INTEGRACAO DO MERCOSUL - EIRELI  - ME / JORNAL INTEGRACAO DO PARANA Origem do Recurso: (Recursos proprios),Recursos proprios,2016-08-18,2016-08-24,2016-08-22,2016-08-24,-25.3803293,-54.0543376
136,SC-06757/2016,SC_82910,SC,RIO DO SUL,Eleições Municipais 2016,Prefeito,RUAN PESQUISA DE MERCADO E ASSESSORIA EM GESTAO EMPRESARIAL LTDA - ME,08537916000197,Não,8441 - 4ª Região,ANTONIO FERNANDO NOCETI BAHIA,692,3e3,CPF/CNPJ: 00341688932 - ANDRE DA LANCA MARCON Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-18,2016-09-24,2016-09-18,2016-09-20,-27.214327,-49.642103216
137,PI-05741/2016,PI_11576,PI,PEDRO II,Eleições Municipais 2016,Prefeito,OPINAR PESQUISAS LTDA. / OPINAR PESQUISAS,19190101000109,Não,8749,KLEISON DE PAIVA FREITAS,300,9e3,CPF/CNPJ: 00361945000139 - SISTEMA MEIO NORTE DE COMUNICACAO LTDA / MEIO NORTE Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-26,2016-10-02,2016-09-28,2016-09-29,-4.4279402,-41.45933475
138,PI-04380/2016,PI_11991,PI,SAO JOAO DO PIAUI,Eleições Municipais 2016,Prefeito,INSTITUTO PIAUIENSE DE OPINIAO PUBLICA LTDA - EPP / AMOSTRAGEM OPINIAO E MERCADO,10320257000184,Não,CONRE  - 7ª REGIÃO Nº 6695,JOAO BATISTA MENDES TELES,350,1e4,CPF/CNPJ: 00361945000139 - SISTEMA MEIO NORTE DE COMUNICACAO LTDA / MEIO NORTE Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-22,2016-09-28,2016-09-23,2016-09-24,-8.36005165,-42.25164665
139,PI-04677/2016,PI_10774,PI,FLORIANO,Eleições Municipais 2016,Prefeito,INSTITUTO PIAUIENSE DE OPINIAO PUBLICA LTDA - EPP / AMOSTRAGEM OPINIAO E MERCADO,10320257000184,Não,CONRE  - 7ª REGIÃO Nº 6695,JOAO BATISTA MENDES TELES,400,9e3,CPF/CNPJ: 00361945000139 - SISTEMA MEIO NORTE DE COMUNICACAO LTDA / MEIO NORTE Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-22,2016-09-28,2016-09-25,2016-09-26,-6.770997205,-43.02324525
140,PI-06147/2016,PI_11673,PI,PIRIPIRI,Eleições Municipais 2016,Prefeito,INSTITUTO PIAUIENSE DE OPINIAO PUBLICA LTDA - EPP / AMOSTRAGEM OPINIAO E MERCADO,10320257000184,Não,CONRE  - 7ª REGIÃO Nº 6695,JOAO BATISTA MENDES TELES,400,8e3,CPF/CNPJ: 00361945000139 - SISTEMA MEIO NORTE DE COMUNICACAO LTDA / MEIO NORTE Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-13,2016-09-19,2016-09-10,2016-09-11,-4.2740981,-41.7742218
141,RS-07318/2016,RS_87246,RS,NOVA SANTA RITA,Eleições Municipais 2016,Prefeito,LOBO CONSULT RS ASSESSORIA EMPRESARIAL LTDA - ME / LOBO CONSULT RS,02771214000197,Não,8646,SIMONE ECHEVESTE,594,5200,CPF/CNPJ: 00402364000106 - J F DE SOUZA JORNAL ESTACAO  - ME / JORNAL ESTACAO Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-22,2016-09-28,2016-09-24,2016-09-26,-29.8512329,-51.2761086333333
142,GO-05937/2016,GO_95559,GO,PORANGATU,Eleições Municipais 2016,Prefeito,INSTITUTO VERITA LTDA - EPP / VERITA,00654576000172,Não,7439,LEONARD MENDONCA DE ASSIS,406,7600,CPF/CNPJ: 00424275000152 - UNIGRAF-UNIDAS GRAFICAS E EDITORA LTDA - ME / DIARIO DA MANHA Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-16,2016-09-22,2016-09-19,2016-09-20,-13.4264606666667,-49.1532454916667
143,RS-04472/2016,RS_87297,RS,LAJEADO,Eleições Municipais 2016,Prefeito,IIP INSTITUTO DE PESQUISAS LTDA - ME / INDEX INSTITUTO DE PESQUISAS,10735713000157,Não,8151,JULIANE SILVEIRA DA SILVA,600,9e3,CPF/CNPJ: 00440328000129 - REDE VALE DE COMUNICACAO LTDA / O INFORMATIVO DO VALE Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-08,2016-09-14,2016-09-10,2016-09-12,-29.4645595631579,-51.9681244526316
144,RS-06828/2016,RS_87297,RS,LAJEADO,Eleições Municipais 2016,Prefeito,IIP INSTITUTO DE PESQUISAS LTDA - ME / INDEX INSTITUTO DE PESQUISAS,10735713000157,Não,8151,JULIANE SILVEIRA DA SILVA,600,9e3,CPF/CNPJ: 00440328000129 - REDE VALE DE COMUNICACAO LTDA / O INFORMATIVO DO VALE Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-24,2016-09-30,2016-09-26,2016-09-28,-29.4645595631579,-51.9681244526316
145,SC-06499/2016,SC_83917,SC,MARACAJA,Eleições Municipais 2016,Prefeito,IPC - INSTITUTO DE PESQUISA CATARINENSE LTDA - EPP / IPC - INSTITUTO DE PESQUISA,09256171000150,Não,9564,ANDRIGO RODRIGUES,500,2500,CPF/CNPJ: 00454630000136 - CHARLES DE SOUSA - ME / FOLHA REGIONAL Origem do Recurso: (Recursos proprios),Recursos proprios,2016-08-20,2016-08-26,2016-08-22,2016-08-23,-28.8473882666667,-49.4542355666667
146,SC-09287/2016,SC_83917,SC,MARACAJA,Eleições Municipais 2016,Prefeito,IPC - INSTITUTO DE PESQUISA CATARINENSE LTDA - EPP / IPC - INSTITUTO DE PESQUISA,09256171000150,Não,9564,ANDRIGO RODRIGUES,500,2500,CPF/CNPJ: 00454630000136 - CHARLES DE SOUSA - ME / FOLHA REGIONAL Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-23,2016-09-29,2016-09-28,2016-09-29,-28.8473882666667,-49.4542355666667
147,SC-07574/2016,SC_83917,SC,MARACAJA,Eleições Municipais 2016,Prefeito,IPC - INSTITUTO DE PESQUISA CATARINENSE LTDA - EPP / IPC - INSTITUTO DE PESQUISA,09256171000150,Não,9564,ANDRIGO RODRIGUES,400,2250,CPF/CNPJ: 00454630000136 - CHARLES DE SOUSA ME Origem do Recurso: (Recursos proprios),Recursos proprios,2016-04-29,2016-05-05,2016-05-02,2016-05-03,-28.8473882666667,-49.4542355666667
148,MT-07430/2016,MT_90247,MT,SAO JOSE DO XINGU,Eleições Municipais 2016,Prefeito,WAGNER R. DE SOUZA - ME / META PUBLICIDADE E PESQUISA,09242998000105,Não,8956 1ª Região,FRANCY ANNE BARBOSA CESAR,355,6e3,CPF/CNPJ: 00489320000157 - ARI DORNELES PEREIRA / AGENCIA DA NOTICIA Origem do Recurso: (Recursos proprios),Recursos proprios,2016-08-14,2016-08-20,2016-08-10,2016-08-11,-10.7995897,-52.7454023666667
149,SC-06299/2016,SC_81078,SC,FRAIBURGO,Eleições Municipais 2016,Prefeito,ALO BRASIL PESQUISAS CONSULTORIA E MARKETING LTDA - ME / ALO BRASIL,09185766000162,Não,CONRE 3ª. Região n° 7655,AUGUSTO DA SILVA ROCHA,380,9500,CPF/CNPJ: 00543237000119 - ASSOCIACAO EMPRESARIAL DE FRAIBURGO Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-17,2016-09-23,2016-09-17,2016-09-18,-27.025867,-50.9215568909091
150,GO-09575/2016,GO_95613,GO,POSSE,Eleições Municipais 2016,Prefeito,EMPRESA BRASILEIRA DE PESQUISAS LTDA - ME / EBRAP,14853122000135,Não,8956,FRANCY ANNE VIEIRA,428,4e3,CPF/CNPJ: 00597582000135 - FEDERACAO ASSOCIACOES COMERCIAIS INDL AGROPEC EST GOIAS / FACIEG Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-24,2016-09-30,2016-09-22,2016-09-23,-14.0872939090909,-46.3662754818182
151,GO-02051/2016,GO_93971,GO,IPAMERI,Eleições Municipais 2016,Prefeito,"JENIFER KARLA RIBEIRO - ME / CONTATUS COMUNICACOES, PUBLICIDADES, DIVULGACOES E EVEN",10713151000140,Não,8956,FRANCY ANNE BARBOSA CESAR,400,1e3,CPF/CNPJ: 00600603105 - JUNIA SILVA TELES DE OLIVEIRA Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-22,2016-09-28,2016-09-23,2016-09-23,-17.7214699416667,-48.1628448333333
152,GO-00324/2016,GO_93971,GO,IPAMERI,Eleições Municipais 2016,Prefeito,"JENIFER KARLA RIBEIRO - ME / CONTATUS COMUNICACOES, PUBLICIDADES, DIVULGACOES E EVEN",10713151000140,Não,8956,FRANCY ANNE BARBOSA CESAR,300,1e3,CPF/CNPJ: 00600603105 - JUNIA SILVA TELES DE OLIVEIRA Origem do Recurso: (Recursos proprios),Recursos proprios,2016-08-26,2016-09-01,2016-08-24,2016-08-24,-17.7214699416667,-48.1628448333333
153,PR-00704/2016,PR_74063,PR,OURO VERDE DO OESTE,Eleições Municipais 2016,Prefeito,IVANI MOTA DE ARAUJO / BRASIL DADOS,19812752000185,Não,7655,AUGUSTO DA SILVA ROCHA,250,4e3,CPF/CNPJ: 00640115000140 - JORNAL DO OESTE LTDA - EPP / JORNAL DO OESTE,Vazio,2016-09-23,2016-09-29,2016-09-23,2016-09-25,-24.7748447,-53.9037915
154,PR-03877/2016,PR_79278,PR,TOLEDO,Eleições Municipais 2016,Prefeito,W J MENDES PESQUISAS - EIRELI,15293191000102,Não,9063-A,LINIANE GAZOLA,400,6e3,CPF/CNPJ: 00640115000140 - JORNAL DO OESTE LTDA - EPP / JORNAL DO OESTE Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-17,2016-09-23,2016-09-18,2016-09-23,-24.7232655571429,-53.7396314771429
155,PR-04032/2016,PR_79278,PR,TOLEDO,Eleições Municipais 2016,Prefeito,W J MENDES PESQUISAS - EIRELI,15293191000102,Não,9063-A,LINIANE GAZOLA,400,6e3,CPF/CNPJ: 00640115000140 - JORNAL DO OESTE LTDA - EPP / JORNAL DO OESTE Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-24,2016-09-30,2016-09-26,2016-09-29,-24.7232655571429,-53.7396314771429
156,PR-02930/2016,PR_74500,PR,MARIPA,Eleições Municipais 2016,Prefeito,TOLEDO - LEVANTAMENTOS ESTATISTICOS S/S LTDA - ME,10171274000105,Não,8509,WANDER LUIZ BENESCIUTI,387,7e3,CPF/CNPJ: 00640115000140 - JORNAL DO OESTE LTDA - EPP / JORNAL DO OESTE Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-15,2016-09-21,2016-09-19,2016-09-20,-24.4194187,-53.8299503
157,PR-09979/2016,PR_84719,PR,SAO JOSE DAS PALMEIRAS,Eleições Municipais 2016,Prefeito,EXCELENCIA PESQUISA E CONSULTORIA LTDA - ME,19074650000100,Não,9443-A,MARCELO HIDEMI UEMURA,345,3e3,CPF/CNPJ: 00640115000140 - JORNAL DO OESTE LTDA - EPP / JORNAL DO OESTE Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-12,2016-09-18,2016-09-08,2016-09-09,-24.8310948333333,-54.0749854
158,PR-04577/2016,PR_84719,PR,SAO JOSE DAS PALMEIRAS,Eleições Municipais 2016,Prefeito,EXCELENCIA PESQUISA E CONSULTORIA LTDA - ME,19074650000100,Não,9443-A,MARCELO HIDEMI UEMURA,345,3e3,CPF/CNPJ: 00640115000140 - JORNAL DO OESTE LTDA - EPP / JORNAL DO OESTE Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-22,2016-09-28,2016-09-25,2016-09-27,-24.8310948333333,-54.0749854
159,PR-02410/2016,PR_76910,PR,MARINGA,Eleições Municipais 2016,Prefeito,DATA VOX BRASIL - ASSESSORIA E PESQUISA LTDA - EPP,06195852000168,Não,9834-A,DIEGO HENRIQUE CARVALHO CAMACHO,600,12e3,CPF/CNPJ: 00783707000111 - EMPRESA JORNALISTICA ROTTA MARINGA LTDA / HOJE NOTICIAS Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-15,2016-09-21,2016-09-17,2016-09-19,-23.4274896926829,-51.9391578878049
160,PR-00145/2016,PR_76910,PR,MARINGA,Eleições Municipais 2016,Prefeito,DATA VOX BRASIL - ASSESSORIA E PESQUISA LTDA - EPP,06195852000168,Não,9834-A,DIEGO HENRIQUE CARVALHO CAMACHO,600,12e3,CPF/CNPJ: 00783707000111 - EMPRESA JORNALISTICA ROTTA MARINGA LTDA / HOJE NOTICIAS Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-22,2016-09-28,2016-09-24,2016-09-26,-23.4274896926829,-51.9391578878049
161,PR-06030/2016,PR_76910,PR,MARINGA,Eleições Municipais 2016,Prefeito,DATA VOX BRASIL - ASSESSORIA E PESQUISA LTDA - EPP,06195852000168,Não,9834-A,DIEGO HENRIQUE CARVALHO CAMACHO,600,12e3,CPF/CNPJ: 00783707000111 - EMPRESA JORNALISTICA ROTTA MARINGA LTDA / HOJE NOTICIAS Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-24,2016-09-30,2016-09-25,2016-09-29,-23.4274896926829,-51.9391578878049
162,SP-07073/2016,SP_69299,SP,PRESIDENTE PRUDENTE,Eleições Municipais 2016,Prefeito,TATICA - CONSULTORIA PESQUISA LTDA - ME / TATICA,19697832000137,Não,9834-A,DIEGO CAMACHO,600,6e3,CPF/CNPJ: 00849074000105 - RADIO FRONTEIRA LTDA / RADIO FRONTEIRA,Vazio,2016-09-22,2016-09-28,2016-09-24,2016-09-25,-22.1227697416667,-51.3901668479167
163,SP-01604/2016,SP_69299,SP,PRESIDENTE PRUDENTE,Eleições Municipais 2016,Prefeito,W J MENDES PESQUISAS - EIRELI,15293191000102,Não,CONRE 3 R 9063-A,LINIANE GAZOLA,408,8e3,CPF/CNPJ: 00849074000105 - RADIO FRONTEIRA LTDA / RADIO FRONTEIRA Origem do Recurso: (Recursos proprios),Recursos proprios,2016-08-23,2016-08-29,2016-08-18,2016-08-19,-22.1227697416667,-51.3901668479167
164,SP-09062/2016,SP_69299,SP,PRESIDENTE PRUDENTE,Eleições Municipais 2016,Prefeito,W J MENDES PESQUISAS - EIRELI,15293191000102,Não,CONRE 3 R 9063-A,LINIANE GAZOLA,406,8e3,CPF/CNPJ: 00849074000105 - RADIO FRONTEIRA LTDA / RADIO FRONTEIRA Origem do Recurso: (Recursos proprios),Recursos proprios,2016-08-29,2016-09-04,2016-08-30,2016-09-02,-22.1227697416667,-51.3901668479167
165,SP-01176/2016,SP_69299,SP,PRESIDENTE PRUDENTE,Eleições Municipais 2016,Prefeito,W J MENDES PESQUISAS - EIRELI,15293191000102,Não,CONRE 3 R 9063-A,LINIANE GAZOLA,600,1e4,CPF/CNPJ: 00849074000105 - RADIO FRONTEIRA LTDA / RADIO FRONTEIRA Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-04,2016-09-10,2016-09-07,2016-09-09,-22.1227697416667,-51.3901668479167
166,SP-06875/2016,SP_65110,SP,INDAIATUBA,Eleições Municipais 2016,Prefeito,"METROPOLE PESQUISA, GESTAO E COMUNICACAO LTDA - ME / FREITAS MARTINS COMUNICACAO INTEGRADA",11671785000140,Não,8509,WANDER LUIZ BENESCIUTI,500,5e3,CPF/CNPJ: 00855894000100 - A.W.R. EDITORA E PUBLICIDADE LTDA - EPP / A.W.R. EDITORA Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-25,2016-10-01,2016-09-29,2016-09-30,-23.0873024952381,-47.2099141428571
167,GO-07183/2016,GO_93017,GO,CATALAO,Eleições Municipais 2016,Prefeito,"JENIFER KARLA RIBEIRO - ME / CONTATUS COMUNICACOES, PUBLICIDADES, DIVULGACOES E EVEN",10713151000140,Não,8956,FRANCY ANNE BARBOSA CESAR,660,3e3,CPF/CNPJ: 00886861000119 - Diretorio Estadual do PMDB GOIAS Origem do Recurso: (Recursos proprios),Recursos proprios,2016-06-24,2016-06-30,2016-06-20,2016-06-21,-18.1630235428571,-47.9466398071429
168,GO-09944/2016,GO_95559,GO,PORANGATU,Eleições Municipais 2016,Prefeito,FORTIORI PESQUISA DIAGNOSTICO & MARKETING LTDA - EPP / FORTIORI,05850850000100,Não,8631,ALEXANDRE VASCONCELOS LIMA,400,9e3,CPF/CNPJ: 00913909157 - JORGE EDUARDO DE ABREU CARVALHO Origem do Recurso: (Recursos proprios),Recursos proprios,2016-09-22,2016-09-28,2016-09-22,2016-09-24,-13.4264606666667,-49.1532454916667
